"ENSEMBL","baseMean","log2FoldChange","lfcSE","pvalue","padj","SYMBOL","GENENAME"
"ENSG00000284874",57.0744076327947,1.04530790904873,0.528530292322283,0.00268054661349073,0.0238621208338195,"SEPT5-GP1BB","SEPT5-GP1BB readthrough"
"ENSG00000175906",46.1265252254051,-0.873001701406939,0.412699841268986,0.0027242967509829,0.0241838409905689,"ARL4D","ARF like GTPase 4D"
"ENSG00000166188",178.459981346436,0.693922881927791,0.302379407543909,0.00274991570930905,0.0243432649698724,"ZNF319","zinc finger protein 319"
"ENSG00000137337",97.585998305204,-0.631311771540968,0.266805892904245,0.00276479454226754,0.0244069918203507,"MDC1","mediator of DNA damage checkpoint 1"
"ENSG00000242265",5049.47052296347,-0.521699833981716,0.209451443874986,0.00291177595834196,0.025562497225444,"PEG10","paternally expressed 10"
"ENSG00000251705",86.6687503108374,-0.787144081683084,0.364428381878337,0.00290594678899339,0.025562497225444,"RNA5-8SP6","RNA, 5.8S ribosomal pseudogene 6"
"ENSG00000251705",86.6687503108374,-0.787144081683084,0.364428381878337,0.00290594678899339,0.025562497225444,"LOC124907582","5.8S ribosomal RNA"
"ENSG00000181031",53.5306994277851,0.819566445068775,0.384589768723829,0.00296142322399446,0.025926730043676,"RPH3AL","rabphilin 3A like (without C2 domains)"
"ENSG00000185567",11999.1750544956,0.290981263818119,0.105097693895096,0.00300618572236089,0.0262463138067663,"AHNAK2","AHNAK nucleoprotein 2"
"ENSG00000271254",242.31740509749,-0.538446839516492,0.219432401437236,0.00302688554231049,0.0263546363108569,"LOC124905564","neuroblastoma breakpoint family member 1-like"
"ENSG00000198840",15943.4027146731,0.467676092165417,0.183169987882695,0.00309080760656867,0.0268376682340853,"MT-ND3","NADH dehydrogenase subunit 3"
"ENSG00000180917",458.659624770962,0.503016054194328,0.201578839456145,0.00313481507046067,0.0271456193294932,"CMTR2","cap methyltransferase 2"
"ENSG00000123066",1532.4817666411,-0.454605785676615,0.177980413615552,0.00318835569336877,0.027534223895451,"MED13L","mediator complex subunit 13L"
"ENSG00000170175",376.610483336211,-0.415609583465605,0.159434185396414,0.00323496925804251,0.0278610631492116,"CHRNB1","cholinergic receptor nicotinic beta 1 subunit"
"ENSG00000092295",15.9700747279811,1.34324462949573,0.83254807894502,0.00329119586984543,0.0282687039847805,"TGM1","transglutaminase 1"
"ENSG00000183876",830.150327361199,-0.515259976899041,0.210690146263794,0.00336360991112175,0.0288128094273448,"ARSI","arylsulfatase family member I"
"ENSG00000133398",553.078564075866,0.41434131510395,0.15961567017363,0.00338203293863364,0.0288927437606927,"MED10","mediator complex subunit 10"
"ENSG00000260027",501.410435796749,-0.47070396884887,0.187932022075414,0.00342279258950063,0.0291625599180509,"HOXB7","homeobox B7"
"ENSG00000213625",2178.6932177792,0.415274762455858,0.161602698313016,0.00360831246380724,0.0306610080480733,"LEPROT","leptin receptor overlapping transcript"
"ENSG00000130758",4071.22922639532,0.436768498746996,0.171865840005892,0.00362089475880107,0.0306858761159195,"MAP3K10","mitogen-activated protein kinase kinase kinase 10"
"ENSG00000168505",124.490356402462,-0.633420332155719,0.282327223425591,0.00366553997252832,0.0309816117890824,"GBX2","gastrulation brain homeobox 2"
"ENSG00000189068",22.0789938037722,-1.15542245152011,0.6874774703108,0.00372966070568464,0.0313567770440894,"VSTM1","V-set and transmembrane domain containing 1"
"ENSG00000215041",997.09520583442,-0.378404672470511,0.144652068498167,0.00372331022142283,0.0313567770440894,"NEURL4","neuralized E3 ubiquitin protein ligase 4"
"ENSG00000103121",656.216312013642,0.389573961726633,0.150049802594118,0.00373987573094217,0.0313596967623594,"CMC2","C-X9-C motif containing 2"
"ENSG00000198763",47547.65122262,0.400956512157204,0.155929045207676,0.00383152978274222,0.03204368855146,"MT-ND2","NADH dehydrogenase subunit 2"
"ENSG00000165312",77.3530048553793,0.66997358966017,0.307921901188044,0.0039050010210027,0.0325724232145579,"OTUD1","OTU deubiquitinase 1"
"ENSG00000197279",138.928623188902,0.609086821372707,0.270682811691175,0.00396864256367698,0.0330166127417943,"ZNF165","zinc finger protein 165"
"ENSG00000099956",671.14171741588,-0.498725021134112,0.207658009105743,0.00402171837863562,0.0333708120295144,"SMARCB1","SWI/SNF related BAF chromatin remodeling complex subunit B1"
"ENSG00000260691",115.964714415272,-0.691295918427414,0.328039494363834,0.00407905135996925,0.0337583990155789,"ANKRD20A1","ankyrin repeat domain 20 family member A1"
"ENSG00000260691",115.964714415272,-0.691295918427414,0.328039494363834,0.00407905135996925,0.0337583990155789,"LOC128966611","putative ankyrin repeat domain-containing protein 20A2"
"ENSG00000198939",15.7493660631144,1.24482205492135,0.771221324971038,0.00410735210719929,0.0339043246666996,"ZFP2","ZFP2 zinc finger protein"
"ENSG00000267978",4.91134017413755,2.56678624071444,1.74931893892757,0.00415051296666096,0.0341718399172242,"MAGEA9","MAGE family member A9"
"ENSG00000267978",4.91134017413755,2.56678624071444,1.74931893892757,0.00415051296666096,0.0341718399172242,"MAGEA9B","MAGE family member A9B"
"ENSG00000139211",776.808865401977,-0.37537754305952,0.145829382337976,0.00417724430905496,0.0342146453973625,"AMIGO2","adhesion molecule with Ig like domain 2"
"ENSG00000198205",138.883969285155,0.573819820541717,0.251719045812984,0.00417538265880896,0.0342146453973625,"ZXDA","zinc finger X-linked duplicated A"
"ENSG00000158715",116.926077937807,-0.589853090582544,0.262209275695494,0.0041998628194629,0.0343114756818846,"SLC45A3","solute carrier family 45 member 3"
"ENSG00000178913",2513.81299082246,0.392898297775043,0.154479519142511,0.00428064400793717,0.0348817606595496,"TAF7","TATA-box binding protein associated factor 7"
"ENSG00000140743",675.307107934836,-0.345545252329057,0.132637870346815,0.00434776829625701,0.0352128432311447,"CDR2","cerebellar degeneration related protein 2"
"ENSG00000174521",14.5494385834449,1.29598186979045,0.849940858000893,0.00435451459718058,0.0352128432311447,"TTC9B","tetratricopeptide repeat domain 9B"
"ENSG00000272325",1944.45606631395,-0.301690533510977,0.113361219112603,0.00433775228265119,0.0352128432311447,"NUDT3","nudix hydrolase 3"
"ENSG00000181744",443.555640803119,0.457761306298315,0.187989251526454,0.00437996082695693,0.0353287195636272,"DIPK2A","divergent protein kinase domain 2A"
"ENSG00000205730",3604.31206655576,0.345621977763744,0.133268621568603,0.00450072757108459,0.036210917014954,"ITPRIPL2","ITPRIP like 2"
"ENSG00000023191",3438.49306964689,-0.437946013852657,0.178995602552362,0.00452555716493048,0.036318739066033,"RNH1","ribonuclease/angiogenin inhibitor 1"
"ENSG00000123689",75.4677129824641,0.659757516139527,0.313246891947819,0.00469322482016178,0.0375694420112699,"G0S2","G0/G1 switch 2"
"ENSG00000114767",779.667855999711,-0.378465473015037,0.149910444308799,0.00472820752340373,0.037585882393994,"RRP9","ribosomal RNA processing 9, U3 small nucleolar RNA binding protein"
"ENSG00000143554",62.3676214250912,-0.743926354117745,0.378226511121434,0.00473075926922517,0.037585882393994,"SLC27A3","solute carrier family 27 member 3"
"ENSG00000183856",1495.13214792904,-0.358507874572847,0.14059479456776,0.00472358342508306,0.037585882393994,"IQGAP3","IQ motif containing GTPase activating protein 3"
"ENSG00000173156",200.018621348322,0.569141282802472,0.255150024118751,0.00476101196086879,0.0377319102534688,"RHOD","ras homolog family member D"
"ENSG00000197557",161.365077928979,0.530841406220758,0.231999340827735,0.0047837151669464,0.037817529354616,"IFT70A","intraflagellar transport 70A"
"ENSG00000169976",711.44045258671,-0.388982473752654,0.155575837206552,0.00484006753196416,0.0381680759716677,"SF3B5","splicing factor 3b subunit 5"
"ENSG00000152291",8772.17467573522,0.298180955543961,0.113371151932501,0.0048640045254614,0.0382618969849414,"TGOLN2","trans-golgi network protein 2"
"ENSG00000163251",295.899836017985,-0.445642776040183,0.186910225929681,0.00519502911834946,0.0407649445385545,"FZD5","frizzled class receptor 5"
"ENSG00000239672",3137.63599883816,-0.28399378296047,0.108420849821412,0.00522776712198471,0.0409207978169148,"NME1","NME/NM23 nucleoside diphosphate kinase 1"
"ENSG00000178695",307.409382423358,-0.521373647080631,0.232582723308111,0.00542640753325192,0.0423713099279474,"KCTD12","potassium channel tetramerization domain containing 12"
"ENSG00000109920",1606.54258329804,0.398367661598484,0.162910654735698,0.00545264180384624,0.0424718030701553,"FNBP4","formin binding protein 4"
"ENSG00000166002",174.972706660638,0.542516439629222,0.246331822616117,0.00556533820344396,0.0432436303436306,"SMCO4","single-pass membrane protein with coiled-coil domains 4"
"ENSG00000110092",8115.68714997019,-0.313057797370394,0.121284264902477,0.00581361134466371,0.0450138606282052,"CCND1","cyclin D1"
"ENSG00000120129",1654.90745419373,0.326089018363533,0.129034864545401,0.00584981889221169,0.0450138606282052,"DUSP1","dual specificity phosphatase 1"
"ENSG00000145113",6.37280013400432,0.278591057073929,0.514324112853056,0.0058432137576781,0.0450138606282052,"MUC4","mucin 4, cell surface associated"
"ENSG00000270231",2345.77957433146,0.296572597284303,0.115453494952629,0.00582997700299341,0.0450138606282052,"NBPF8","NBPF member 8"
"ENSG00000160325",153.476428547642,0.570088819827018,0.267240551102395,0.00591511101989857,0.0454063353169992,"CACFD1","calcium channel flower domain containing 1"
"ENSG00000118655",324.285313139528,-0.388033751997905,0.160581202784291,0.0060785041953534,0.0465481598381521,"DCLRE1B","DNA cross-link repair 1B"
"ENSG00000188021",1023.50358740226,0.313509732440897,0.124435254100956,0.00627414383399656,0.047930839193368,"UBQLN2","ubiquilin 2"
"ENSG00000173281",294.89139814475,0.417776546690696,0.177178855084767,0.00630873205762562,0.0479651046964045,"PPP1R3B","protein phosphatase 1 regulatory subunit 3B"
"ENSG00000233608",109.939601116718,0.545781678702241,0.254488346249891,0.00632390776204956,0.0479651046964045,"TWIST2","twist family bHLH transcription factor 2"
"ENSG00000244242",35.8596765617751,0.869454829687954,0.547107244829055,0.00631248616821257,0.0479651046964045,"IFITM10","interferon induced transmembrane protein 10"
"ENSG00000155961",91.06677047017,0.623534806763752,0.309704455812356,0.0063668839267233,0.0481760883788729,"RAB39B","RAB39B, member RAS oncogene family"
"ENSG00000116704",526.067120225888,0.417402315571315,0.177455329013704,0.00643112124228795,0.0484315244265192,"SLC35D1","solute carrier family 35 member D1"
"ENSG00000203883",32.0444187553047,-0.930936329368266,0.600834378139497,0.00642819627056704,0.0484315244265192,"SOX18","SRY-box transcription factor 18"
"ENSG00000158457",41.0536666438384,0.769919298637744,0.431446216021117,0.00646632199238813,0.0485814924156253,"TSPAN33","tetraspanin 33"
"ENSG00000251493",341.852306334078,-0.42934434112373,0.185404153874362,0.00662302541747747,0.0496414499451495,"FOXD1","forkhead box D1"
